,Accuracy,Recall,Precision,F1,MCC,SPD,AOD,EOD,Run
46,0.83,0.725,0.786,0.746,0.507,0.163,0.092,0.109,14
47,0.82,0.707,0.772,0.729,0.475,0.151,0.084,0.096,14
48,0.818,0.699,0.771,0.721,0.464,0.147,0.093,0.12,14
49,0.811,0.687,0.761,0.709,0.442,0.144,0.086,0.1,14
50,0.797,0.647,0.746,0.668,0.38,0.122,0.091,0.124,14
51,0.829,0.731,0.78,0.749,0.508,0.17,0.097,0.115,15
52,0.831,0.731,0.784,0.751,0.512,0.169,0.1,0.124,15
53,0.829,0.724,0.784,0.745,0.504,0.167,0.103,0.132,15
54,0.825,0.731,0.772,0.747,0.502,0.186,0.124,0.157,15
55,0.821,0.711,0.772,0.732,0.479,0.162,0.1,0.123,15
56,0.817,0.696,0.769,0.718,0.459,0.148,0.1,0.135,15
57,0.808,0.669,0.762,0.692,0.42,0.126,0.076,0.094,15
58,0.81,0.673,0.765,0.696,0.428,0.123,0.071,0.089,15
59,0.829,0.725,0.783,0.746,0.504,0.175,0.114,0.149,5
60,0.826,0.718,0.779,0.739,0.493,0.17,0.108,0.139,5
61,0.825,0.718,0.777,0.739,0.492,0.164,0.096,0.116,5
62,0.819,0.715,0.764,0.733,0.476,0.175,0.102,0.115,5
63,0.819,0.7,0.772,0.722,0.466,0.147,0.082,0.099,5
64,0.809,0.67,0.764,0.693,0.423,0.141,0.11,0.157,5
65,0.808,0.667,0.763,0.691,0.419,0.13,0.087,0.117,5
66,0.83,0.74,0.779,0.756,0.518,0.182,0.106,0.126,1
67,0.832,0.74,0.783,0.757,0.522,0.175,0.095,0.11,1
68,0.83,0.733,0.783,0.752,0.514,0.168,0.093,0.113,1
69,0.827,0.732,0.777,0.749,0.507,0.181,0.109,0.13,1
70,0.825,0.732,0.772,0.748,0.503,0.165,0.081,0.086,1
71,0.818,0.709,0.767,0.729,0.472,0.134,0.045,0.031,1
72,0.822,0.708,0.778,0.73,0.48,0.144,0.074,0.088,1
73,0.815,0.699,0.766,0.72,0.46,0.13,0.047,0.036,1
74,0.81,0.688,0.757,0.709,0.44,0.147,0.102,0.14,1
75,0.812,0.694,0.759,0.715,0.448,0.145,0.092,0.121,1
76,0.801,0.659,0.751,0.681,0.4,0.119,0.072,0.092,1
77,0.807,0.671,0.76,0.694,0.421,0.12,0.057,0.058,1
78,0.826,0.724,0.78,0.744,0.502,0.17,0.092,0.107,11
79,0.827,0.728,0.779,0.747,0.505,0.167,0.082,0.088,11
80,0.82,0.705,0.776,0.727,0.476,0.152,0.085,0.103,11
81,0.808,0.737,0.743,0.74,0.48,0.213,0.115,0.103,11
82,0.8,0.655,0.753,0.677,0.397,0.118,0.062,0.068,11
83,0.83,0.734,0.784,0.753,0.515,0.181,0.117,0.152,10
84,0.828,0.728,0.782,0.748,0.507,0.176,0.113,0.148,10
85,0.827,0.726,0.782,0.746,0.505,0.174,0.107,0.135,10
86,0.828,0.73,0.781,0.749,0.509,0.18,0.118,0.153,10
87,0.826,0.726,0.779,0.745,0.502,0.17,0.098,0.118,10
88,0.824,0.721,0.777,0.741,0.495,0.17,0.095,0.107,10
89,0.812,0.695,0.762,0.716,0.452,0.153,0.093,0.114,10
90,0.817,0.696,0.776,0.719,0.465,0.13,0.058,0.064,10
91,0.804,0.666,0.759,0.688,0.414,0.128,0.076,0.092,10
92,0.8,0.658,0.752,0.679,0.399,0.123,0.082,0.109,10
93,0.806,0.667,0.765,0.691,0.421,0.124,0.074,0.094,10
94,0.827,0.73,0.782,0.749,0.51,0.181,0.121,0.161,0
95,0.822,0.723,0.773,0.742,0.494,0.172,0.105,0.13,0
96,0.81,0.693,0.761,0.714,0.449,0.153,0.098,0.123,0
97,0.818,0.709,0.772,0.73,0.476,0.158,0.099,0.127,0
98,0.807,0.719,0.746,0.73,0.464,0.17,0.088,0.088,0
99,0.812,0.691,0.768,0.714,0.452,0.139,0.078,0.094,0
100,0.797,0.657,0.745,0.678,0.393,0.131,0.096,0.129,0
101,0.787,0.632,0.734,0.65,0.351,0.113,0.085,0.117,0
102,0.829,0.73,0.788,0.751,0.515,0.18,0.116,0.153,2
103,0.827,0.726,0.785,0.747,0.508,0.179,0.125,0.173,2
104,0.824,0.723,0.78,0.743,0.499,0.185,0.128,0.169,2
105,0.823,0.713,0.783,0.736,0.492,0.159,0.086,0.1,2
106,0.818,0.713,0.772,0.733,0.481,0.165,0.084,0.089,2
107,0.815,0.699,0.772,0.721,0.465,0.143,0.068,0.072,2
108,0.807,0.675,0.766,0.698,0.431,0.133,0.078,0.098,2
109,0.811,0.69,0.766,0.713,0.45,0.143,0.081,0.1,2
110,0.794,0.644,0.75,0.665,0.38,0.097,0.034,0.027,2
111,0.796,0.651,0.75,0.672,0.389,0.118,0.067,0.078,2
112,0.795,0.646,0.751,0.667,0.384,0.098,0.035,0.029,2
113,0.833,0.743,0.786,0.76,0.527,0.183,0.119,0.164,12
114,0.833,0.743,0.787,0.76,0.528,0.185,0.122,0.169,12
115,0.829,0.728,0.786,0.749,0.51,0.172,0.111,0.151,12
116,0.823,0.729,0.771,0.745,0.498,0.192,0.132,0.174,12
117,0.821,0.71,0.777,0.732,0.482,0.152,0.082,0.102,12
118,0.821,0.702,0.78,0.726,0.476,0.147,0.093,0.13,12
119,0.817,0.695,0.774,0.718,0.462,0.142,0.095,0.138,12
120,0.821,0.704,0.78,0.728,0.478,0.153,0.097,0.132,12
121,0.814,0.693,0.768,0.715,0.455,0.14,0.079,0.102,12
122,0.81,0.691,0.759,0.712,0.444,0.152,0.099,0.13,12
123,0.802,0.661,0.757,0.683,0.407,0.118,0.068,0.087,12
124,0.798,0.656,0.748,0.677,0.393,0.122,0.082,0.113,12
125,0.803,0.658,0.763,0.681,0.407,0.107,0.06,0.083,12
126,0.83,0.736,0.781,0.753,0.515,0.172,0.092,0.103,13
127,0.829,0.731,0.781,0.749,0.509,0.175,0.102,0.119,13
128,0.817,0.707,0.764,0.727,0.468,0.142,0.053,0.036,13
129,0.808,0.693,0.751,0.712,0.44,0.144,0.069,0.064,13
130,0.809,0.669,0.766,0.692,0.424,0.117,0.059,0.067,13
131,0.832,0.738,0.784,0.756,0.52,0.177,0.101,0.119,3
132,0.829,0.736,0.779,0.753,0.513,0.182,0.109,0.129,3
133,0.828,0.724,0.784,0.745,0.504,0.164,0.09,0.104,3
134,0.829,0.725,0.783,0.745,0.505,0.164,0.084,0.089,3
135,0.823,0.713,0.776,0.734,0.485,0.148,0.063,0.057,3
136,0.813,0.693,0.761,0.714,0.449,0.135,0.063,0.065,3
137,0.806,0.667,0.76,0.69,0.417,0.125,0.078,0.101,3
138,0.801,0.657,0.75,0.679,0.397,0.125,0.079,0.098,3
139,0.829,0.733,0.777,0.75,0.508,0.167,0.08,0.08,8
140,0.83,0.732,0.779,0.75,0.509,0.166,0.084,0.091,8
141,0.832,0.737,0.783,0.755,0.518,0.167,0.08,0.084,8
142,0.829,0.726,0.779,0.746,0.503,0.164,0.087,0.099,8
143,0.824,0.713,0.775,0.734,0.484,0.153,0.086,0.106,8
144,0.818,0.696,0.769,0.719,0.459,0.137,0.063,0.064,8
145,0.815,0.689,0.765,0.712,0.448,0.134,0.065,0.067,8
146,0.805,0.665,0.753,0.687,0.409,0.123,0.065,0.072,8
147,0.805,0.664,0.754,0.687,0.408,0.12,0.056,0.052,8
148,0.803,0.664,0.749,0.685,0.403,0.121,0.072,0.091,8
149,0.829,0.737,0.778,0.753,0.513,0.18,0.09,0.093,18
150,0.826,0.727,0.775,0.745,0.5,0.168,0.08,0.082,18
151,0.826,0.729,0.774,0.746,0.501,0.187,0.115,0.138,18
152,0.825,0.718,0.776,0.739,0.491,0.155,0.063,0.055,18
153,0.827,0.718,0.782,0.74,0.496,0.163,0.092,0.114,18
154,0.816,0.696,0.766,0.718,0.457,0.152,0.101,0.138,18
155,0.812,0.687,0.759,0.709,0.441,0.144,0.082,0.097,18
156,0.813,0.688,0.762,0.71,0.444,0.159,0.128,0.187,18
157,0.802,0.653,0.754,0.675,0.394,0.106,0.046,0.047,18
158,0.822,0.726,0.767,0.742,0.491,0.179,0.112,0.134,19
159,0.824,0.724,0.771,0.742,0.493,0.178,0.118,0.149,19
160,0.821,0.723,0.764,0.739,0.485,0.162,0.089,0.102,19
161,0.823,0.712,0.775,0.733,0.482,0.156,0.089,0.105,19
162,0.816,0.699,0.763,0.72,0.457,0.151,0.092,0.112,19
163,0.821,0.708,0.772,0.73,0.476,0.151,0.088,0.108,19
164,0.804,0.676,0.745,0.696,0.415,0.133,0.083,0.103,19
165,0.808,0.691,0.749,0.71,0.436,0.141,0.07,0.069,19
166,0.799,0.651,0.746,0.673,0.386,0.117,0.076,0.097,19
167,0.833,0.736,0.785,0.754,0.518,0.182,0.113,0.144,9
168,0.828,0.723,0.779,0.743,0.499,0.154,0.064,0.058,9
169,0.833,0.73,0.788,0.751,0.515,0.174,0.101,0.124,9
170,0.832,0.731,0.785,0.751,0.513,0.163,0.082,0.094,9
171,0.832,0.73,0.786,0.75,0.513,0.164,0.079,0.084,9
172,0.823,0.724,0.767,0.741,0.49,0.189,0.118,0.14,9
173,0.826,0.722,0.775,0.741,0.494,0.155,0.068,0.067,9
174,0.812,0.69,0.758,0.711,0.442,0.128,0.051,0.046,9
175,0.803,0.658,0.75,0.681,0.398,0.126,0.088,0.122,9
176,0.809,0.661,0.767,0.685,0.415,0.118,0.07,0.091,9
177,0.802,0.651,0.754,0.673,0.391,0.109,0.057,0.068,9
