,Accuracy,Recall,Precision,F1,MCC,SPD,AOD,EOD,Run
26,0.827,0.721,0.78,0.742,0.497,0.075,0.035,0.043,5
27,0.807,0.666,0.761,0.689,0.416,0.054,0.029,0.041,5
28,0.806,0.668,0.755,0.69,0.414,0.066,0.045,0.065,5
29,0.831,0.732,0.783,0.751,0.513,0.069,0.007,0.004,4
30,0.828,0.731,0.776,0.748,0.505,0.072,0.013,0.005,4
31,0.804,0.663,0.752,0.685,0.406,0.054,0.016,0.017,4
32,0.826,0.724,0.784,0.745,0.504,0.087,0.055,0.08,0
33,0.829,0.734,0.784,0.752,0.515,0.088,0.047,0.063,0
34,0.829,0.731,0.787,0.751,0.515,0.091,0.06,0.09,0
35,0.824,0.731,0.775,0.748,0.504,0.081,0.037,0.048,0
36,0.827,0.728,0.783,0.747,0.507,0.082,0.044,0.062,0
37,0.808,0.693,0.755,0.713,0.444,0.084,0.047,0.054,0
38,0.799,0.66,0.752,0.681,0.401,0.064,0.042,0.061,0
39,0.8,0.661,0.752,0.683,0.403,0.068,0.059,0.099,0
40,0.796,0.65,0.749,0.671,0.386,0.055,0.023,0.025,0
41,0.832,0.739,0.786,0.757,0.523,0.076,0.025,0.022,1
42,0.831,0.738,0.782,0.755,0.519,0.082,0.033,0.034,1
43,0.831,0.743,0.78,0.758,0.522,0.092,0.045,0.05,1
44,0.829,0.736,0.779,0.753,0.513,0.082,0.031,0.027,1
45,0.826,0.724,0.778,0.744,0.5,0.07,0.022,0.02,1
46,0.79,0.636,0.732,0.654,0.355,0.043,0.015,0.016,1
47,0.825,0.726,0.774,0.744,0.498,0.078,0.025,0.013,3
48,0.828,0.725,0.781,0.745,0.503,0.102,0.071,0.09,3
49,0.824,0.724,0.774,0.742,0.495,0.082,0.035,0.032,3
50,0.829,0.731,0.787,0.751,0.515,0.087,0.059,0.089,2
51,0.827,0.727,0.784,0.748,0.508,0.079,0.043,0.061,2
52,0.824,0.718,0.782,0.74,0.496,0.071,0.039,0.058,2
53,0.811,0.692,0.765,0.714,0.451,0.078,0.049,0.065,2
54,0.813,0.69,0.771,0.713,0.453,0.067,0.035,0.048,2
55,0.802,0.665,0.757,0.687,0.412,0.068,0.048,0.07,2
56,0.833,0.736,0.784,0.754,0.518,0.075,0.047,0.075,9
57,0.829,0.732,0.778,0.749,0.507,0.069,0.034,0.052,9
58,0.822,0.706,0.773,0.728,0.474,0.062,0.033,0.051,9
59,0.832,0.736,0.781,0.753,0.515,0.079,0.042,0.057,8
60,0.831,0.736,0.781,0.753,0.515,0.075,0.028,0.027,8
61,0.824,0.721,0.771,0.74,0.49,0.067,0.022,0.021,8
62,0.829,0.734,0.776,0.751,0.509,0.074,0.031,0.035,8
63,0.825,0.723,0.773,0.741,0.493,0.062,0.011,0.001,8
64,0.828,0.726,0.777,0.745,0.501,0.064,0.013,0.004,8
65,0.834,0.738,0.788,0.757,0.523,0.076,0.034,0.043,17
66,0.832,0.737,0.785,0.755,0.519,0.079,0.039,0.05,17
67,0.827,0.724,0.779,0.744,0.5,0.077,0.041,0.055,17
68,0.826,0.72,0.778,0.74,0.494,0.068,0.018,0.008,17
69,0.825,0.719,0.776,0.739,0.492,0.074,0.021,0.009,17
70,0.832,0.737,0.783,0.755,0.518,0.063,0.016,0.019,16
71,0.833,0.736,0.787,0.755,0.52,0.078,0.047,0.075,16
72,0.833,0.738,0.785,0.756,0.521,0.071,0.028,0.039,16
73,0.829,0.729,0.781,0.749,0.508,0.072,0.017,0.007,16
74,0.829,0.725,0.783,0.745,0.504,0.08,0.052,0.082,16
75,0.82,0.702,0.771,0.725,0.469,0.066,0.03,0.041,16
76,0.831,0.734,0.783,0.752,0.515,0.092,0.058,0.081,14
77,0.832,0.731,0.787,0.752,0.515,0.083,0.056,0.089,14
78,0.831,0.728,0.786,0.749,0.511,0.088,0.059,0.086,14
79,0.82,0.707,0.772,0.728,0.474,0.08,0.055,0.082,14
80,0.83,0.732,0.781,0.751,0.512,0.076,0.049,0.073,15
81,0.831,0.73,0.785,0.75,0.512,0.08,0.058,0.088,15
82,0.827,0.725,0.778,0.744,0.5,0.074,0.039,0.048,15
83,0.828,0.734,0.779,0.751,0.511,0.096,0.058,0.08,11
84,0.829,0.737,0.779,0.754,0.515,0.1,0.07,0.106,11
85,0.824,0.718,0.778,0.739,0.492,0.085,0.043,0.055,11
86,0.821,0.714,0.772,0.734,0.483,0.078,0.032,0.036,11
87,0.819,0.706,0.773,0.728,0.474,0.07,0.024,0.025,11
88,0.805,0.669,0.757,0.692,0.417,0.07,0.034,0.038,11
89,0.8,0.658,0.751,0.68,0.398,0.062,0.027,0.028,11
90,0.828,0.731,0.782,0.75,0.51,0.086,0.051,0.07,10
91,0.826,0.729,0.779,0.748,0.505,0.091,0.068,0.102,10
92,0.823,0.717,0.778,0.738,0.491,0.069,0.028,0.03,10
93,0.823,0.724,0.774,0.742,0.495,0.081,0.045,0.058,10
94,0.8,0.657,0.754,0.679,0.4,0.065,0.042,0.054,10
95,0.796,0.647,0.749,0.668,0.383,0.05,0.018,0.015,10
96,0.828,0.732,0.781,0.75,0.51,0.076,0.037,0.047,12
97,0.831,0.739,0.784,0.757,0.522,0.075,0.029,0.033,12
98,0.826,0.731,0.778,0.748,0.506,0.066,0.009,0.006,12
99,0.828,0.729,0.783,0.749,0.51,0.067,0.02,0.019,12
100,0.819,0.7,0.777,0.723,0.471,0.055,0.013,0.011,12
101,0.798,0.651,0.752,0.672,0.389,0.039,0.003,0.007,12
102,0.826,0.73,0.776,0.748,0.504,0.083,0.06,0.093,13
103,0.825,0.725,0.775,0.744,0.498,0.087,0.066,0.1,13
104,0.829,0.732,0.78,0.75,0.51,0.075,0.045,0.066,13
105,0.801,0.656,0.752,0.678,0.396,0.058,0.035,0.045,13
106,0.8,0.652,0.751,0.673,0.39,0.06,0.049,0.077,13
