accuracy,recall,precision,f1,mcc,avg_spd,avg_aod,avg_eod,spd,aod,eod
0.675,0.666,0.672,0.667,0.338,0.1385,0.10600000000000001,0.08299999999999999,0.206,0.167,0.164
0.669,0.661,0.666,0.662,0.327,0.15250000000000002,0.1265,0.0815,0.254,0.245,0.141
0.689,0.679,0.688,0.68,0.368,0.17099999999999999,0.1385,0.1085,0.289,0.244,0.182
0.666,0.656,0.663,0.657,0.32,0.1295,0.1065,0.0525,0.205,0.185,0.092
0.673,0.662,0.671,0.663,0.333,0.1255,0.1,0.058499999999999996,0.2,0.19,0.126
0.644,0.637,0.64,0.637,0.276,0.0895,0.069,0.052000000000000005,0.145,0.122,0.102
0.692,0.681,0.691,0.682,0.372,0.16299999999999998,0.135,0.0815,0.258,0.241,0.17
0.641,0.633,0.637,0.634,0.27,0.109,0.0875,0.0585,0.176,0.154,0.127
0.665,0.652,0.665,0.651,0.316,0.087,0.0565,0.035,0.134,0.114,0.108
0.648,0.643,0.644,0.643,0.287,0.1155,0.094,0.0505,0.16,0.145,0.123
0.663,0.647,0.666,0.645,0.312,0.0885,0.0685,0.013500000000000002,0.143,0.129,0.047
0.652,0.645,0.647,0.645,0.292,0.1285,0.10200000000000001,0.0785,0.214,0.188,0.113
0.669,0.661,0.666,0.661,0.327,0.17149999999999999,0.145,0.10500000000000001,0.286,0.259,0.164
0.669,0.66,0.666,0.66,0.326,0.1375,0.107,0.0855,0.213,0.183,0.135
0.683,0.672,0.682,0.672,0.354,0.191,0.1625,0.11699999999999999,0.308,0.282,0.179
0.668,0.655,0.669,0.654,0.323,0.1285,0.10650000000000001,0.052500000000000005,0.192,0.183,0.11
0.652,0.646,0.648,0.647,0.294,0.112,0.08299999999999999,0.07150000000000001,0.155,0.122,0.127
0.672,0.66,0.67,0.661,0.33,0.1245,0.1005,0.047,0.204,0.179,0.073
0.654,0.649,0.65,0.649,0.299,0.14500000000000002,0.1225,0.085,0.225,0.197,0.137
0.647,0.64,0.642,0.641,0.283,0.135,0.1125,0.079,0.197,0.158,0.154
0.647,0.641,0.643,0.642,0.284,0.124,0.091,0.1,0.192,0.13,0.168
0.658,0.645,0.657,0.645,0.302,0.1195,0.1005,0.038,0.162,0.144,0.116
0.66,0.653,0.656,0.654,0.31,0.1245,0.096,0.074,0.196,0.173,0.142
0.649,0.644,0.645,0.644,0.289,0.1475,0.119,0.1095,0.227,0.176,0.176
0.674,0.662,0.673,0.662,0.335,0.14700000000000002,0.12,0.08099999999999999,0.23,0.206,0.147
0.664,0.652,0.663,0.652,0.314,0.1265,0.1015,0.064,0.194,0.175,0.136
0.637,0.633,0.633,0.633,0.266,0.1325,0.1015,0.113,0.204,0.164,0.185
0.653,0.647,0.649,0.647,0.296,0.1305,0.10800000000000001,0.06999999999999999,0.196,0.171,0.133
0.64,0.634,0.636,0.635,0.27,0.1415,0.1215,0.08099999999999999,0.204,0.176,0.176
0.642,0.633,0.637,0.633,0.27,0.0905,0.069,0.0395,0.154,0.134,0.103
0.662,0.656,0.658,0.657,0.315,0.14100000000000001,0.114,0.08249999999999999,0.209,0.187,0.138
0.65,0.644,0.646,0.645,0.29,0.121,0.098,0.062,0.197,0.173,0.155
0.676,0.666,0.675,0.667,0.341,0.2015,0.173,0.138,0.339,0.313,0.214
0.645,0.637,0.64,0.638,0.278,0.09899999999999999,0.073,0.058499999999999996,0.159,0.129,0.127
0.657,0.651,0.653,0.652,0.304,0.1255,0.098,0.07300000000000001,0.206,0.172,0.109
0.681,0.674,0.679,0.675,0.354,0.16749999999999998,0.14,0.086,0.235,0.195,0.127
0.683,0.674,0.684,0.675,0.358,0.14200000000000002,0.115,0.0555,0.199,0.165,0.116
0.658,0.653,0.655,0.653,0.308,0.1225,0.0935,0.0685,0.187,0.168,0.128
0.652,0.626,0.697,0.604,0.316,0.08299999999999999,0.0655,0.019000000000000003,0.146,0.118,0.044
0.659,0.653,0.656,0.654,0.309,0.1725,0.14950000000000002,0.098,0.253,0.207,0.159
0.677,0.67,0.676,0.671,0.346,0.1615,0.134,0.0795,0.228,0.182,0.134
0.68,0.672,0.679,0.673,0.351,0.1805,0.1515,0.10650000000000001,0.272,0.23,0.179
0.671,0.664,0.669,0.664,0.333,0.1265,0.099,0.05500000000000001,0.185,0.145,0.089
0.66,0.651,0.658,0.652,0.31,0.17049999999999998,0.14750000000000002,0.094,0.244,0.199,0.158
0.677,0.669,0.675,0.67,0.345,0.14100000000000001,0.112,0.06899999999999999,0.212,0.16,0.124
0.672,0.658,0.678,0.655,0.335,0.1235,0.1005,0.0415,0.177,0.136,0.074
0.635,0.624,0.633,0.623,0.257,0.10849999999999999,0.091,0.042499999999999996,0.185,0.172,0.098
0.643,0.623,0.66,0.612,0.281,0.0885,0.066,0.0395,0.129,0.101,0.075
0.676,0.663,0.681,0.662,0.344,0.1315,0.10700000000000001,0.0485,0.208,0.166,0.09
0.69,0.677,0.698,0.676,0.375,0.1565,0.129,0.07200000000000001,0.238,0.186,0.125
0.677,0.665,0.681,0.664,0.345,0.1865,0.16499999999999998,0.0935,0.271,0.24,0.147
0.662,0.654,0.66,0.654,0.313,0.11249999999999999,0.0805,0.0625,0.179,0.161,0.116
0.679,0.669,0.679,0.669,0.348,0.1465,0.12,0.0655,0.224,0.18,0.107
0.683,0.675,0.683,0.676,0.358,0.15,0.12,0.07300000000000001,0.228,0.177,0.122
0.679,0.67,0.679,0.671,0.349,0.16849999999999998,0.1385,0.103,0.262,0.203,0.186
0.654,0.647,0.651,0.647,0.297,0.1335,0.11099999999999999,0.0575,0.188,0.174,0.093
0.676,0.659,0.692,0.654,0.35,0.1375,0.11699999999999999,0.0475,0.21,0.173,0.087
0.669,0.651,0.684,0.646,0.333,0.1275,0.10450000000000001,0.0535,0.173,0.158,0.091
0.673,0.663,0.674,0.663,0.337,0.131,0.105,0.051000000000000004,0.203,0.166,0.078
0.662,0.659,0.659,0.659,0.318,0.183,0.156,0.1205,0.261,0.228,0.184
0.676,0.66,0.688,0.656,0.347,0.1215,0.0975,0.0385,0.183,0.137,0.082
0.682,0.671,0.685,0.671,0.356,0.11599999999999999,0.08700000000000001,0.0395,0.171,0.152,0.079
0.659,0.652,0.656,0.652,0.308,0.1795,0.1565,0.1065,0.281,0.243,0.184
0.651,0.644,0.648,0.644,0.292,0.10799999999999998,0.08600000000000001,0.0425,0.171,0.153,0.107
0.654,0.647,0.651,0.647,0.298,0.10799999999999998,0.0785,0.055999999999999994,0.175,0.158,0.106
0.657,0.652,0.654,0.652,0.306,0.14950000000000002,0.1195,0.092,0.231,0.177,0.17
0.679,0.669,0.68,0.669,0.349,0.12,0.087,0.062,0.18,0.145,0.1
0.674,0.667,0.672,0.667,0.339,0.136,0.11299999999999999,0.0475,0.214,0.171,0.098
0.663,0.657,0.661,0.658,0.318,0.1555,0.1305,0.087,0.239,0.197,0.141
0.667,0.661,0.664,0.661,0.325,0.138,0.114,0.051000000000000004,0.195,0.163,0.098
0.665,0.659,0.662,0.66,0.321,0.1345,0.10300000000000001,0.0785,0.2,0.161,0.147
0.658,0.653,0.655,0.653,0.308,0.10350000000000001,0.0725,0.0485,0.157,0.141,0.083
0.656,0.648,0.654,0.649,0.302,0.122,0.0985,0.047,0.193,0.143,0.118
0.681,0.666,0.691,0.663,0.356,0.134,0.111,0.051500000000000004,0.202,0.161,0.082
0.68,0.673,0.678,0.673,0.35,0.169,0.14200000000000002,0.093,0.239,0.197,0.14
0.667,0.663,0.664,0.663,0.327,0.16949999999999998,0.137,0.1205,0.25,0.199,0.196
0.661,0.656,0.658,0.656,0.314,0.1775,0.151,0.12,0.28,0.234,0.203
0.673,0.668,0.67,0.668,0.338,0.1555,0.1325,0.0655,0.246,0.199,0.141
0.66,0.654,0.657,0.654,0.311,0.185,0.1585,0.124,0.259,0.223,0.196
0.664,0.658,0.661,0.658,0.319,0.1445,0.113,0.093,0.21,0.19,0.143
0.659,0.652,0.656,0.653,0.309,0.1855,0.1575,0.129,0.255,0.213,0.2
0.67,0.661,0.669,0.662,0.33,0.1595,0.1325,0.092,0.238,0.201,0.139
0.655,0.649,0.652,0.65,0.302,0.14500000000000002,0.11649999999999999,0.0965,0.203,0.183,0.159
0.677,0.665,0.682,0.663,0.347,0.183,0.1605,0.0955,0.274,0.231,0.168
0.654,0.648,0.651,0.649,0.299,0.10950000000000001,0.08499999999999999,0.0495,0.168,0.147,0.123
0.675,0.668,0.674,0.668,0.341,0.1485,0.1215,0.07200000000000001,0.22,0.167,0.135
0.682,0.675,0.681,0.676,0.356,0.172,0.14450000000000002,0.089,0.251,0.211,0.143
0.666,0.662,0.663,0.663,0.326,0.1645,0.1375,0.098,0.244,0.193,0.159
0.678,0.664,0.685,0.662,0.349,0.1265,0.10200000000000001,0.039,0.188,0.154,0.076
0.682,0.669,0.688,0.667,0.356,0.1405,0.117,0.05,0.206,0.16,0.086
0.673,0.665,0.671,0.666,0.337,0.146,0.122,0.0575,0.211,0.173,0.116
0.678,0.672,0.676,0.673,0.348,0.1405,0.113,0.062,0.199,0.158,0.101
0.65,0.646,0.647,0.646,0.293,0.127,0.101,0.07,0.178,0.155,0.107
0.661,0.655,0.658,0.656,0.313,0.1305,0.101,0.074,0.198,0.155,0.112
0.672,0.664,0.67,0.664,0.333,0.156,0.13,0.07999999999999999,0.231,0.191,0.136
0.674,0.666,0.673,0.666,0.339,0.14450000000000002,0.122,0.051500000000000004,0.216,0.177,0.084
0.679,0.671,0.677,0.672,0.348,0.14950000000000002,0.123,0.0685,0.21,0.18,0.102
0.657,0.653,0.654,0.653,0.307,0.14,0.1095,0.09,0.218,0.201,0.157
0.654,0.65,0.651,0.651,0.301,0.1535,0.1245,0.10250000000000001,0.237,0.181,0.18
0.662,0.657,0.659,0.657,0.316,0.128,0.0995,0.066,0.193,0.156,0.135
0.674,0.666,0.672,0.667,0.338,0.137,0.10850000000000001,0.065,0.185,0.165,0.095
0.657,0.653,0.654,0.654,0.308,0.1315,0.101,0.0865,0.226,0.169,0.172
0.658,0.654,0.655,0.654,0.309,0.122,0.093,0.064,0.171,0.133,0.109
0.656,0.65,0.653,0.65,0.302,0.122,0.094,0.066,0.208,0.191,0.127
0.659,0.655,0.656,0.656,0.311,0.1745,0.14800000000000002,0.11499999999999999,0.259,0.223,0.165
0.663,0.656,0.66,0.657,0.316,0.111,0.077,0.065,0.151,0.134,0.109
0.65,0.646,0.647,0.647,0.294,0.143,0.1175,0.085,0.212,0.18,0.136
0.646,0.643,0.643,0.643,0.286,0.178,0.157,0.1085,0.279,0.257,0.162
0.657,0.652,0.654,0.652,0.306,0.125,0.093,0.07350000000000001,0.23,0.215,0.145
0.664,0.657,0.662,0.657,0.318,0.1525,0.1285,0.077,0.225,0.208,0.136
0.654,0.649,0.651,0.65,0.3,0.1365,0.11199999999999999,0.0775,0.211,0.169,0.126
0.659,0.653,0.656,0.654,0.309,0.1495,0.1225,0.0885,0.227,0.203,0.155
0.661,0.653,0.659,0.654,0.312,0.1365,0.1075,0.0845,0.199,0.18,0.139
0.648,0.639,0.646,0.639,0.285,0.10200000000000001,0.07250000000000001,0.0685,0.158,0.138,0.133
0.654,0.648,0.651,0.649,0.299,0.16,0.14450000000000002,0.07100000000000001,0.31,0.282,0.19
0.654,0.646,0.652,0.646,0.298,0.1145,0.0865,0.0665,0.18,0.161,0.129
0.645,0.637,0.642,0.638,0.279,0.11599999999999999,0.093,0.064,0.179,0.148,0.121
0.657,0.653,0.654,0.653,0.307,0.147,0.1185,0.095,0.205,0.162,0.149
0.653,0.642,0.652,0.641,0.294,0.0795,0.0545,0.033,0.147,0.129,0.088
0.654,0.648,0.651,0.648,0.299,0.132,0.10099999999999999,0.092,0.194,0.174,0.159
0.646,0.635,0.645,0.633,0.279,0.11549999999999999,0.092,0.061,0.191,0.176,0.124
0.683,0.674,0.683,0.674,0.357,0.1515,0.126,0.061,0.221,0.191,0.115
0.653,0.647,0.649,0.647,0.296,0.1295,0.1015,0.0785,0.182,0.163,0.123
0.642,0.635,0.638,0.635,0.273,0.119,0.0945,0.0685,0.202,0.185,0.147
0.648,0.641,0.645,0.641,0.286,0.13849999999999998,0.113,0.088,0.215,0.198,0.155
0.641,0.633,0.638,0.633,0.271,0.082,0.05450000000000001,0.0395,0.119,0.097,0.065
0.649,0.64,0.647,0.639,0.286,0.10999999999999999,0.08600000000000001,0.052,0.181,0.165,0.104
0.674,0.664,0.675,0.663,0.339,0.13,0.10200000000000001,0.057499999999999996,0.209,0.169,0.095
0.646,0.641,0.643,0.641,0.283,0.126,0.0965,0.08700000000000001,0.204,0.186,0.162
0.64,0.629,0.639,0.627,0.268,0.098,0.0795,0.0465,0.198,0.186,0.112
0.652,0.645,0.649,0.645,0.294,0.1375,0.111,0.083,0.204,0.186,0.144
0.656,0.648,0.653,0.648,0.301,0.1525,0.129,0.0825,0.235,0.219,0.153
0.67,0.661,0.67,0.661,0.331,0.14,0.114,0.0655,0.207,0.167,0.106
0.683,0.671,0.689,0.67,0.359,0.14250000000000002,0.11800000000000001,0.0505,0.201,0.172,0.087
0.643,0.635,0.64,0.635,0.275,0.08499999999999999,0.0575,0.0415,0.147,0.131,0.088
0.665,0.644,0.694,0.632,0.334,0.0795,0.05550000000000001,0.0185,0.141,0.102,0.062
0.67,0.652,0.69,0.644,0.34,0.10500000000000001,0.08399999999999999,0.021,0.154,0.134,0.053
0.649,0.643,0.646,0.643,0.288,0.1275,0.10099999999999999,0.077,0.203,0.185,0.157
0.647,0.64,0.643,0.641,0.284,0.16149999999999998,0.139,0.10200000000000001,0.237,0.205,0.164
0.655,0.647,0.652,0.647,0.299,0.12,0.092,0.0645,0.191,0.174,0.124
0.648,0.642,0.645,0.643,0.287,0.15899999999999997,0.1375,0.0885,0.215,0.196,0.139
0.655,0.651,0.652,0.651,0.303,0.139,0.10900000000000001,0.0945,0.197,0.159,0.151
0.654,0.65,0.651,0.65,0.301,0.14350000000000002,0.11399999999999999,0.0985,0.205,0.172,0.165
0.656,0.653,0.653,0.653,0.306,0.14400000000000002,0.11249999999999999,0.101,0.215,0.177,0.154
0.658,0.651,0.655,0.651,0.306,0.077,0.0545,0.041,0.146,0.126,0.098
0.647,0.641,0.643,0.642,0.285,0.11049999999999999,0.08600000000000001,0.0525,0.168,0.146,0.098
0.646,0.642,0.643,0.642,0.285,0.139,0.11249999999999999,0.089,0.195,0.169,0.132
0.645,0.638,0.642,0.639,0.28,0.10950000000000001,0.086,0.0515,0.163,0.139,0.085
0.653,0.649,0.65,0.649,0.299,0.123,0.094,0.066,0.185,0.128,0.136
0.661,0.655,0.658,0.656,0.314,0.1315,0.10400000000000001,0.07150000000000001,0.19,0.148,0.105
0.645,0.639,0.642,0.64,0.281,0.114,0.0865,0.063,0.158,0.144,0.097
0.644,0.637,0.641,0.638,0.278,0.0995,0.0705,0.0655,0.141,0.123,0.113
0.66,0.657,0.657,0.657,0.314,0.16149999999999998,0.126,0.1275,0.239,0.176,0.204
0.672,0.663,0.671,0.663,0.334,0.128,0.0975,0.07,0.183,0.154,0.107
0.641,0.637,0.638,0.637,0.275,0.1255,0.1,0.077,0.201,0.167,0.142
0.678,0.67,0.677,0.671,0.347,0.1545,0.123,0.0925,0.244,0.202,0.14
0.66,0.655,0.657,0.655,0.311,0.1225,0.0965,0.0595,0.172,0.128,0.091
0.685,0.676,0.686,0.676,0.361,0.153,0.1245,0.07250000000000001,0.246,0.208,0.118
0.679,0.671,0.677,0.671,0.348,0.122,0.08900000000000001,0.0605,0.176,0.155,0.092
0.675,0.667,0.674,0.668,0.341,0.14250000000000002,0.1135,0.07400000000000001,0.232,0.19,0.123
0.666,0.66,0.663,0.661,0.323,0.16949999999999998,0.14200000000000002,0.1115,0.259,0.216,0.174
0.674,0.666,0.672,0.666,0.338,0.156,0.126,0.098,0.244,0.202,0.148
0.686,0.678,0.684,0.679,0.362,0.14700000000000002,0.11349999999999999,0.084,0.229,0.161,0.182
0.688,0.679,0.689,0.679,0.368,0.16449999999999998,0.136,0.08099999999999999,0.254,0.216,0.122
0.665,0.658,0.662,0.658,0.32,0.112,0.087,0.054,0.187,0.166,0.129
0.676,0.67,0.674,0.67,0.344,0.162,0.1295,0.10350000000000001,0.251,0.206,0.158
0.683,0.675,0.683,0.676,0.358,0.1745,0.1495,0.079,0.283,0.256,0.124
0.663,0.658,0.66,0.658,0.318,0.1895,0.16199999999999998,0.123,0.284,0.251,0.175
0.672,0.663,0.67,0.663,0.333,0.1375,0.113,0.057999999999999996,0.203,0.166,0.085
0.673,0.667,0.671,0.668,0.338,0.151,0.1255,0.07350000000000001,0.225,0.187,0.135
0.682,0.675,0.681,0.676,0.356,0.1895,0.16299999999999998,0.106,0.308,0.266,0.185
0.687,0.679,0.686,0.679,0.364,0.16699999999999998,0.1405,0.07450000000000001,0.247,0.209,0.121
0.688,0.681,0.687,0.682,0.368,0.183,0.1535,0.0985,0.276,0.236,0.155
0.68,0.672,0.679,0.673,0.351,0.1555,0.129,0.069,0.232,0.209,0.12
0.682,0.673,0.683,0.673,0.356,0.1585,0.1305,0.079,0.232,0.188,0.131
0.683,0.675,0.682,0.675,0.357,0.162,0.1335,0.0785,0.253,0.218,0.117
0.662,0.656,0.659,0.657,0.316,0.134,0.1045,0.077,0.197,0.18,0.116
0.687,0.68,0.686,0.68,0.366,0.191,0.1655,0.0985,0.298,0.263,0.154
0.695,0.688,0.695,0.689,0.382,0.1835,0.1555,0.0885,0.288,0.254,0.132
0.687,0.678,0.687,0.678,0.364,0.1595,0.1315,0.0695,0.243,0.207,0.125
0.692,0.685,0.691,0.686,0.376,0.16649999999999998,0.133,0.0965,0.274,0.227,0.163
0.689,0.682,0.688,0.683,0.37,0.14950000000000002,0.11649999999999999,0.07500000000000001,0.216,0.176,0.125
0.667,0.661,0.664,0.662,0.325,0.15300000000000002,0.1265,0.0915,0.236,0.185,0.156
0.687,0.679,0.687,0.68,0.366,0.1665,0.1395,0.078,0.255,0.215,0.122
0.675,0.665,0.672,0.666,0.337,0.17,0.1405,0.114,0.255,0.224,0.181
0.659,0.655,0.655,0.655,0.31,0.16499999999999998,0.136,0.12,0.25,0.216,0.2
0.636,0.63,0.632,0.631,0.262,0.0995,0.08,0.0435,0.144,0.119,0.075
0.641,0.637,0.637,0.637,0.275,0.1955,0.1725,0.1495,0.272,0.249,0.226
0.677,0.67,0.673,0.671,0.343,0.17149999999999999,0.1405,0.1235,0.237,0.198,0.189
0.626,0.624,0.623,0.623,0.247,0.1245,0.1,0.088,0.182,0.148,0.159
0.654,0.65,0.651,0.65,0.301,0.153,0.1295,0.0895,0.215,0.187,0.143
0.652,0.647,0.648,0.648,0.296,0.1405,0.113,0.1,0.201,0.164,0.17
0.684,0.677,0.682,0.677,0.358,0.173,0.144,0.107,0.258,0.223,0.179
0.668,0.651,0.674,0.648,0.324,0.1185,0.0935,0.06849999999999999,0.178,0.151,0.134
0.663,0.661,0.661,0.661,0.322,0.1495,0.1225,0.095,0.21,0.176,0.147
0.645,0.629,0.645,0.626,0.274,0.1725,0.1615,0.0935,0.27,0.252,0.17
0.61,0.577,0.642,0.541,0.209,0.035500000000000004,0.020999999999999998,0.012,0.055,0.04,0.025
0.685,0.674,0.684,0.675,0.358,0.19,0.158,0.14,0.286,0.249,0.23
0.672,0.655,0.677,0.653,0.332,0.125,0.0995,0.0705,0.184,0.153,0.116
0.667,0.649,0.674,0.645,0.321,0.05500000000000001,0.0275,0.03,0.088,0.06,0.06
0.669,0.659,0.667,0.66,0.326,0.128,0.098,0.087,0.177,0.148,0.146
0.662,0.651,0.66,0.651,0.311,0.11249999999999999,0.088,0.0595,0.168,0.141,0.125
0.675,0.665,0.673,0.665,0.337,0.225,0.20900000000000002,0.1405,0.393,0.379,0.26
0.666,0.657,0.663,0.657,0.32,0.1375,0.11299999999999999,0.077,0.238,0.209,0.156
0.675,0.667,0.671,0.668,0.339,0.127,0.096,0.074,0.181,0.148,0.112
0.67,0.658,0.669,0.659,0.328,0.1835,0.162,0.1145,0.279,0.25,0.195
0.654,0.647,0.65,0.648,0.297,0.1185,0.0905,0.0805,0.175,0.15,0.143
0.651,0.644,0.647,0.645,0.291,0.158,0.133,0.11299999999999999,0.246,0.215,0.197
0.654,0.648,0.65,0.649,0.298,0.1375,0.11149999999999999,0.09,0.192,0.169,0.138
0.653,0.651,0.65,0.65,0.301,0.1835,0.1575,0.137,0.258,0.232,0.206
0.654,0.645,0.65,0.645,0.295,0.13,0.10149999999999999,0.093,0.187,0.164,0.153
0.664,0.642,0.68,0.635,0.32,0.1335,0.1145,0.07,0.191,0.163,0.119
0.662,0.657,0.658,0.657,0.315,0.18,0.15350000000000003,0.127,0.305,0.275,0.237
0.652,0.643,0.647,0.644,0.291,0.0975,0.0675,0.061,0.153,0.115,0.124
0.68,0.671,0.677,0.672,0.348,0.1725,0.144,0.11249999999999999,0.26,0.227,0.185
0.655,0.654,0.653,0.653,0.306,0.15,0.119,0.11249999999999999,0.213,0.161,0.173
0.657,0.655,0.654,0.655,0.309,0.1795,0.1535,0.128,0.249,0.206,0.187
0.652,0.647,0.648,0.647,0.295,0.1575,0.137,0.094,0.252,0.229,0.164
0.623,0.621,0.621,0.621,0.242,0.1275,0.10500000000000001,0.09,0.171,0.155,0.14
0.676,0.663,0.678,0.662,0.34,0.1245,0.0995,0.062,0.183,0.157,0.114
0.631,0.606,0.644,0.592,0.247,0.0335,0.043,0.034,0.073,0.103,0.077
0.668,0.647,0.684,0.64,0.329,0.049,0.0395,0.0305,0.092,0.083,0.063
0.656,0.649,0.652,0.649,0.301,0.1445,0.1175,0.0995,0.21,0.156,0.159
0.667,0.661,0.663,0.661,0.324,0.1655,0.13849999999999998,0.11449999999999999,0.235,0.201,0.179
0.642,0.64,0.639,0.639,0.279,0.144,0.1225,0.092,0.213,0.185,0.153
0.654,0.65,0.651,0.65,0.301,0.14350000000000002,0.1145,0.0985,0.191,0.157,0.143
0.67,0.654,0.675,0.652,0.328,0.131,0.10849999999999999,0.0685,0.184,0.154,0.116
0.667,0.66,0.663,0.661,0.323,0.1585,0.1265,0.11549999999999999,0.228,0.19,0.183
0.65,0.647,0.647,0.647,0.294,0.194,0.1755,0.1255,0.289,0.271,0.189
0.673,0.656,0.679,0.655,0.334,0.1265,0.1,0.0735,0.19,0.165,0.133
0.668,0.658,0.666,0.658,0.324,0.1135,0.0815,0.07300000000000001,0.174,0.134,0.135
0.659,0.655,0.655,0.655,0.31,0.1615,0.132,0.123,0.227,0.173,0.184
0.656,0.652,0.653,0.652,0.304,0.159,0.136,0.094,0.216,0.191,0.144
0.647,0.64,0.642,0.64,0.282,0.0945,0.07150000000000001,0.06,0.148,0.121,0.123
0.674,0.655,0.684,0.651,0.338,0.0735,0.044,0.031,0.111,0.077,0.06
0.684,0.676,0.681,0.677,0.357,0.16199999999999998,0.132,0.0995,0.256,0.223,0.174
0.681,0.674,0.677,0.674,0.351,0.173,0.1445,0.103,0.253,0.22,0.165
0.665,0.655,0.661,0.656,0.317,0.1415,0.1175,0.079,0.204,0.181,0.113
0.676,0.668,0.673,0.669,0.341,0.16499999999999998,0.139,0.0965,0.279,0.255,0.17
0.665,0.661,0.661,0.661,0.322,0.1775,0.14900000000000002,0.1235,0.265,0.23,0.209
0.67,0.663,0.667,0.664,0.33,0.137,0.10850000000000001,0.08299999999999999,0.215,0.193,0.126
0.679,0.662,0.684,0.661,0.346,0.134,0.1075,0.079,0.189,0.158,0.118
0.672,0.655,0.677,0.653,0.331,0.1515,0.1295,0.0835,0.241,0.214,0.153
0.667,0.662,0.663,0.662,0.325,0.20800000000000002,0.1805,0.156,0.317,0.28,0.268
0.68,0.672,0.676,0.673,0.349,0.16899999999999998,0.1415,0.0995,0.253,0.223,0.161
0.654,0.652,0.651,0.651,0.303,0.16799999999999998,0.144,0.11199999999999999,0.242,0.208,0.188
0.672,0.654,0.679,0.651,0.332,0.14200000000000002,0.119,0.079,0.204,0.172,0.134
0.669,0.649,0.681,0.643,0.328,0.0975,0.07250000000000001,0.0435,0.143,0.119,0.08
0.67,0.662,0.666,0.663,0.328,0.14150000000000001,0.112,0.088,0.219,0.181,0.165
0.665,0.661,0.661,0.661,0.322,0.16849999999999998,0.1345,0.139,0.24,0.187,0.229
0.671,0.654,0.678,0.651,0.33,0.148,0.1255,0.08549999999999999,0.215,0.186,0.142
0.674,0.656,0.682,0.654,0.338,0.1875,0.16899999999999998,0.1115,0.289,0.268,0.182
0.663,0.658,0.659,0.658,0.317,0.17049999999999998,0.1385,0.1315,0.238,0.205,0.222
0.668,0.657,0.665,0.658,0.322,0.1345,0.11349999999999999,0.0615,0.193,0.169,0.118
0.679,0.665,0.68,0.664,0.345,0.136,0.10750000000000001,0.081,0.213,0.185,0.13
0.677,0.672,0.674,0.672,0.346,0.16949999999999998,0.1485,0.08199999999999999,0.277,0.256,0.147
0.665,0.659,0.661,0.66,0.32,0.16949999999999998,0.14300000000000002,0.11800000000000001,0.233,0.192,0.199
0.653,0.649,0.649,0.649,0.299,0.1495,0.122,0.10450000000000001,0.209,0.174,0.165
0.672,0.658,0.672,0.657,0.33,0.10550000000000001,0.0795,0.046,0.159,0.125,0.089
0.676,0.658,0.685,0.656,0.343,0.10849999999999999,0.084,0.046,0.166,0.141,0.098
0.662,0.659,0.659,0.659,0.317,0.162,0.131,0.11850000000000001,0.234,0.177,0.184
0.682,0.668,0.685,0.668,0.353,0.14150000000000001,0.11399999999999999,0.081,0.208,0.175,0.133
0.672,0.659,0.672,0.659,0.331,0.1825,0.1615,0.1065,0.288,0.267,0.176
0.67,0.651,0.68,0.647,0.329,0.10550000000000001,0.08249999999999999,0.043,0.154,0.129,0.09
0.682,0.668,0.683,0.668,0.351,0.153,0.128,0.0845,0.234,0.205,0.143
0.679,0.667,0.678,0.667,0.345,0.237,0.2185,0.1505,0.383,0.36,0.267
0.677,0.666,0.677,0.666,0.342,0.20500000000000002,0.1845,0.124,0.337,0.313,0.228
0.687,0.675,0.687,0.676,0.361,0.185,0.161,0.1095,0.295,0.261,0.21
0.675,0.663,0.674,0.663,0.337,0.1265,0.10149999999999999,0.0605,0.182,0.151,0.104
0.66,0.642,0.664,0.639,0.306,0.0955,0.0715,0.043000000000000003,0.158,0.136,0.092
0.677,0.663,0.68,0.662,0.343,0.206,0.1855,0.125,0.321,0.292,0.226
0.657,0.653,0.653,0.653,0.306,0.1755,0.1505,0.122,0.251,0.222,0.185
0.661,0.645,0.663,0.644,0.308,0.114,0.089,0.062,0.161,0.135,0.103
0.672,0.659,0.672,0.659,0.331,0.174,0.15050000000000002,0.11399999999999999,0.262,0.223,0.212
0.663,0.647,0.667,0.645,0.313,0.1285,0.10300000000000001,0.08,0.184,0.15,0.137
0.683,0.67,0.683,0.671,0.354,0.1565,0.1305,0.091,0.243,0.214,0.153
0.68,0.671,0.677,0.671,0.348,0.1395,0.10999999999999999,0.0815,0.227,0.196,0.147
0.675,0.664,0.673,0.664,0.337,0.1785,0.1525,0.119,0.272,0.239,0.203
0.669,0.655,0.669,0.655,0.324,0.2335,0.2165,0.1565,0.354,0.325,0.276
0.68,0.667,0.681,0.667,0.348,0.134,0.10900000000000001,0.065,0.197,0.163,0.113
0.669,0.657,0.668,0.657,0.325,0.197,0.178,0.1195,0.283,0.259,0.194
0.685,0.677,0.682,0.678,0.359,0.176,0.14500000000000002,0.121,0.276,0.243,0.198
0.677,0.664,0.678,0.664,0.341,0.11549999999999999,0.089,0.0575,0.171,0.141,0.11
0.673,0.656,0.678,0.654,0.333,0.1745,0.1555,0.091,0.261,0.241,0.15
0.671,0.664,0.667,0.665,0.332,0.152,0.122,0.096,0.232,0.198,0.162
0.687,0.677,0.686,0.678,0.363,0.1345,0.1025,0.074,0.213,0.178,0.133
